photo_id,owner_user_id,photo_created_at,photo_type,filter_used,is_private,verified_status,post_count,owner_followers,owner_active_followers,likes,unique_likers,follower_like_share,comments,unique_commenters,emoji_comment_share,avg_comment_hashtags,tag_count,hashtags,engagements,engagement_rate,comment_to_like_ratio,active_follower_rate
11,3,2023-04-13 08:04:00,video,0,0,0,2,76,42,33,33,0.7878787878787878,27,27,0.5185185185185185,2.3703703703703702,3,"lol,happy,smile",60,0.7894736842105263,0.8181818181818182,0.5526315789473685
12,3,2023-04-13 08:04:00,photo,0,0,0,2,76,42,29,29,0.5862068965517241,27,27,0.48148148148148145,2.4074074074074074,1,landscape,56,0.7368421052631579,0.9310344827586207,0.5526315789473685
13,3,2023-04-13 08:04:00,photo,0,0,0,2,76,42,40,40,0.6,39,39,0.5128205128205128,2.358974358974359,2,"fun,drunk",79,1.0394736842105263,0.975,0.5526315789473685
14,4,2023-04-13 08:04:00,photo,1,1,0,1,76,42,35,35,0.7714285714285715,27,27,0.48148148148148145,2.5555555555555554,2,"sunset,beach",62,0.8157894736842105,0.7714285714285715,0.5526315789473685
15,4,2023-04-13 08:04:00,photo,1,1,0,1,76,42,34,34,0.6470588235294118,28,28,0.5357142857142857,2.3214285714285716,0,,62,0.8157894736842105,0.8235294117647058,0.5526315789473685
16,4,2023-04-13 08:04:00,photo,1,1,0,1,76,42,37,37,0.6486486486486487,22,22,0.5,2.4545454545454546,0,,59,0.7763157894736842,0.5945945945945946,0.5526315789473685
17,6,2023-04-13 08:04:00,photo,1,0,0,14,76,43,36,36,0.7222222222222222,23,23,0.4782608695652174,2.4782608695652173,3,"fun,concert,drunk",59,0.7763157894736842,0.6388888888888888,0.5657894736842105
18,6,2023-04-13 08:04:00,photo,0,0,0,14,76,43,31,31,0.7096774193548387,27,27,0.5185185185185185,2.3333333333333335,0,,58,0.7631578947368421,0.8709677419354839,0.5657894736842105
19,6,2023-04-13 08:04:00,photo,1,0,0,14,76,43,35,35,0.6857142857142857,34,34,0.5,2.4411764705882355,1,food,69,0.9078947368421053,0.9714285714285714,0.5657894736842105
20,6,2023-04-13 08:04:00,photo,0,0,0,14,76,43,35,35,0.6571428571428571,26,26,0.5,2.3846153846153846,0,,61,0.8026315789473685,0.7428571428571429,0.5657894736842105
21,6,2023-04-13 08:04:00,video,0,0,0,14,76,43,36,36,0.6111111111111112,29,29,0.4827586206896552,2.3793103448275863,4,"sunset,sunrise,landscape,beach",65,0.8552631578947368,0.8055555555555556,0.5657894736842105
22,8,2023-04-13 08:04:00,video,0,1,0,12,76,42,28,28,0.6785714285714286,34,34,0.5,2.4705882352941178,3,"food,foodie,delicious",62,0.8157894736842105,1.2142857142857142,0.5526315789473685
23,8,2023-04-13 08:04:00,video,1,1,0,12,76,42,38,38,0.7368421052631579,26,26,0.5,2.3461538461538463,4,"fun,concert,drunk,smile",64,0.8421052631578947,0.6842105263157895,0.5526315789473685
24,8,2023-04-13 08:04:00,video,1,1,0,12,76,42,35,35,0.6,26,26,0.5,2.423076923076923,3,"happy,fun,smile",61,0.8026315789473685,0.7428571428571429,0.5526315789473685
25,8,2023-04-13 08:04:00,video,1,1,0,12,76,42,36,36,0.6666666666666666,33,33,0.5151515151515151,2.4242424242424243,3,"beauty,dreamy,smile",69,0.9078947368421053,0.9166666666666666,0.5526315789473685
26,9,2023-04-13 08:04:00,video,1,1,0,45,76,42,30,30,0.7666666666666667,33,33,0.48484848484848486,2.4242424242424243,5,"beauty,stunning,dreamy,beach,smile",63,0.8289473684210527,1.1,0.5526315789473685
27,9,2023-04-13 08:04:00,carousel,0,1,0,45,76,42,31,31,0.45161290322580644,27,27,0.5185185185185185,2.4074074074074074,0,,58,0.7631578947368421,0.8709677419354839,0.5526315789473685
28,9,2023-04-13 08:04:00,carousel,1,1,0,45,76,42,36,36,0.75,30,30,0.5,2.466666666666667,2,"stunning,dreamy",66,0.868421052631579,0.8333333333333334,0.5526315789473685
29,9,2023-04-13 08:04:00,carousel,0,1,0,45,76,42,33,33,0.8181818181818182,36,36,0.5,2.4166666666666665,4,"beauty,stunning,beach,smile",69,0.9078947368421053,1.0909090909090908,0.5526315789473685
30,10,2023-04-13 08:04:00,carousel,0,0,0,370,76,42,41,41,0.5365853658536586,30,30,0.5,2.3666666666666667,3,"food,foodie,delicious",71,0.9342105263157895,0.7317073170731707,0.5526315789473685
31,10,2023-04-13 08:04:00,carousel,0,0,0,370,76,42,31,31,0.7419354838709677,34,34,0.47058823529411764,2.4705882352941178,2,"food,delicious",65,0.8552631578947368,1.096774193548387,0.5526315789473685
32,10,2023-04-13 08:04:00,photo,1,0,0,370,76,42,33,33,0.696969696969697,26,26,0.5384615384615384,2.3461538461538463,5,"beauty,stunning,dreamy,beach,smile",59,0.7763157894736842,0.7878787878787878,0.5526315789473685
33,11,2023-04-13 08:04:00,photo,1,0,0,1293,76,42,29,29,0.5862068965517241,33,33,0.48484848484848486,2.4242424242424243,0,,62,0.8157894736842105,1.1379310344827587,0.5526315789473685
34,11,2023-04-13 08:04:00,carousel,1,0,0,1293,76,42,32,32,0.5,25,25,0.48,2.48,3,"lol,happy,fun",57,0.75,0.78125,0.5526315789473685
35,11,2023-04-13 08:04:00,video,1,0,0,1293,76,42,32,32,0.75,33,33,0.5151515151515151,2.4242424242424243,3,"food,foodie,delicious",65,0.8552631578947368,1.03125,0.5526315789473685
36,11,2023-04-13 08:04:00,photo,0,0,0,1293,76,42,35,35,0.7142857142857143,29,29,0.5172413793103449,2.3448275862068964,3,"food,foodie,delicious",64,0.8421052631578947,0.8285714285714286,0.5526315789473685
37,11,2023-04-13 08:04:00,photo,1,0,0,1293,76,42,38,38,0.7368421052631579,27,27,0.48148148148148145,2.4074074074074074,3,"fun,concert,smile",65,0.8552631578947368,0.7105263157894737,0.5526315789473685
38,12,2023-04-13 08:04:00,photo,0,1,0,11,76,42,31,31,0.8064516129032258,29,29,0.5172413793103449,2.4482758620689653,2,"photography,sunrise",60,0.7894736842105263,0.9354838709677419,0.5526315789473685
39,12,2023-04-13 08:04:00,carousel,0,1,0,11,76,42,34,34,0.5882352941176471,29,29,0.4827586206896552,2.3793103448275863,0,,63,0.8289473684210527,0.8529411764705882,0.5526315789473685
40,12,2023-04-13 08:04:00,video,0,1,0,11,76,42,37,37,0.5405405405405406,28,28,0.5,2.5357142857142856,0,,65,0.8552631578947368,0.7567567567567568,0.5526315789473685
41,12,2023-04-13 08:04:00,photo,1,1,0,11,76,42,38,38,0.7105263157894737,31,31,0.5161290322580645,2.3225806451612905,0,,69,0.9078947368421053,0.8157894736842105,0.5526315789473685
42,13,2023-04-13 08:04:00,photo,1,1,0,7,76,42,37,37,0.4594594594594595,30,30,0.5,2.466666666666667,0,,67,0.881578947368421,0.8108108108108109,0.5526315789473685
43,13,2023-04-13 08:04:00,photo,1,1,0,7,76,42,37,37,0.7837837837837838,31,31,0.4838709677419355,2.3548387096774195,3,"lol,happy,smile",68,0.8947368421052632,0.8378378378378378,0.5526315789473685
44,13,2023-04-13 08:04:00,carousel,1,1,0,7,76,42,39,39,0.7948717948717948,26,26,0.5,2.423076923076923,2,"dreamy,beach",65,0.8552631578947368,0.6666666666666666,0.5526315789473685
45,13,2023-04-13 08:04:00,video,0,1,0,7,76,42,34,34,0.6764705882352942,29,29,0.5172413793103449,2.4482758620689653,2,"sunset,sunrise",63,0.8289473684210527,0.8529411764705882,0.5526315789473685
46,13,2023-04-13 08:04:00,photo,1,1,0,7,76,42,34,34,0.5882352941176471,32,32,0.46875,2.5,0,,66,0.868421052631579,0.9411764705882353,0.5526315789473685
47,15,2023-04-13 08:04:00,photo,0,0,0,1,76,42,30,30,0.7,24,24,0.5,2.4166666666666665,1,beach,54,0.7105263157894737,0.8,0.5526315789473685
48,15,2023-04-13 08:04:00,photo,0,0,0,1,76,42,35,35,0.6,28,28,0.5357142857142857,2.3214285714285716,0,,63,0.8289473684210527,0.8,0.5526315789473685
49,15,2023-04-13 08:04:00,carousel,0,0,0,1,76,42,37,37,0.6486486486486487,29,29,0.4827586206896552,2.3793103448275863,2,"concert,smile",66,0.868421052631579,0.7837837837837838,0.5526315789473685
50,15,2023-04-13 08:04:00,video,1,0,0,1,76,42,27,27,0.6666666666666666,34,34,0.5,2.4705882352941178,1,food,61,0.8026315789473685,1.2592592592592593,0.5526315789473685
51,16,2023-04-13 08:04:00,photo,1,1,0,3,76,42,29,29,0.5172413793103449,31,31,0.5161290322580645,2.4193548387096775,3,"beauty,beach,smile",60,0.7894736842105263,1.0689655172413792,0.5526315789473685
52,16,2023-04-13 08:04:00,photo,1,1,0,3,76,42,41,41,0.7560975609756098,30,30,0.5,2.3666666666666667,0,,71,0.9342105263157895,0.7317073170731707,0.5526315789473685
53,16,2023-04-13 08:04:00,photo,1,1,0,3,76,42,36,36,0.75,33,33,0.48484848484848486,2.4242424242424243,1,beauty,69,0.9078947368421053,0.9166666666666666,0.5526315789473685
54,16,2023-04-13 08:04:00,carousel,0,1,0,3,76,42,31,31,0.5483870967741935,32,32,0.5,2.5,0,,63,0.8289473684210527,1.032258064516129,0.5526315789473685
55,17,2023-04-13 08:04:00,video,1,1,1,14,76,42,35,35,0.6285714285714286,27,27,0.5185185185185185,2.3333333333333335,1,happy,62,0.8157894736842105,0.7714285714285715,0.5526315789473685
56,17,2023-04-13 08:04:00,photo,0,1,1,14,76,42,36,36,0.8055555555555556,31,31,0.4838709677419355,2.3870967741935485,1,lol,67,0.881578947368421,0.8611111111111112,0.5526315789473685
57,17,2023-04-13 08:04:00,photo,0,1,1,14,76,42,37,37,0.6756756756756757,25,25,0.48,2.56,5,"fun,party,concert,drunk,smile",62,0.8157894736842105,0.6756756756756757,0.5526315789473685
58,18,2023-04-13 08:04:00,photo,0,0,0,244,76,42,36,36,0.6111111111111112,31,31,0.5161290322580645,2.3548387096774195,1,beauty,67,0.881578947368421,0.8611111111111112,0.5526315789473685
59,19,2023-04-13 08:04:00,carousel,1,0,0,12,76,42,37,37,0.7027027027027027,25,25,0.52,2.36,4,"stunning,dreamy,beach,smile",62,0.8157894736842105,0.6756756756756757,0.5526315789473685
60,19,2023-04-13 08:04:00,video,1,0,0,12,76,42,32,32,0.59375,31,31,0.4838709677419355,2.4838709677419355,3,"hair,fashion,party",63,0.8289473684210527,0.96875,0.5526315789473685
61,20,2023-04-13 08:04:00,photo,1,1,0,45,76,42,41,41,0.6097560975609756,24,24,0.5,2.4166666666666665,2,"dreamy,beach",65,0.8552631578947368,0.5853658536585366,0.5526315789473685
62,22,2023-04-13 08:04:00,photo,1,0,0,1293,76,42,39,39,0.6923076923076923,31,31,0.5161290322580645,2.2580645161290325,1,photography,70,0.9210526315789473,0.7948717948717948,0.5526315789473685
63,23,2023-04-13 08:04:00,photo,0,0,0,2400,77,43,38,38,0.631578947368421,27,27,0.48148148148148145,2.6296296296296298,1,foodie,65,0.8441558441558441,0.7105263157894737,0.5584415584415584
64,23,2023-04-13 08:04:00,carousel,1,0,0,2400,77,43,34,34,0.7352941176470589,30,30,0.5,2.3666666666666667,4,"lol,happy,fun,smile",64,0.8311688311688312,0.8823529411764706,0.5584415584415584
65,23,2023-04-13 08:04:00,video,0,0,0,2400,77,43,33,33,0.8181818181818182,24,24,0.5,2.4166666666666665,2,"food,delicious",57,0.7402597402597403,0.7272727272727273,0.5584415584415584
66,23,2023-04-13 08:04:00,photo,0,0,0,2400,77,43,39,39,0.6153846153846154,28,28,0.5,2.357142857142857,2,"hair,party",67,0.8701298701298701,0.717948717948718,0.5584415584415584
67,23,2023-04-13 08:04:00,photo,0,0,0,2400,77,43,35,35,0.6571428571428571,29,29,0.5172413793103449,2.4482758620689653,0,,64,0.8311688311688312,0.8285714285714286,0.5584415584415584
68,23,2023-04-13 08:04:00,photo,1,0,0,2400,77,43,34,34,0.7352941176470589,30,30,0.5,2.3,2,"lol,smile",64,0.8311688311688312,0.8823529411764706,0.5584415584415584
69,23,2023-04-13 08:04:00,carousel,1,0,0,2400,77,43,38,38,0.5789473684210527,24,24,0.5,2.4166666666666665,0,,62,0.8051948051948052,0.631578947368421,0.5584415584415584
70,23,2023-04-13 08:04:00,video,1,0,0,2400,77,43,34,34,0.6176470588235294,26,26,0.46153846153846156,2.6538461538461537,3,"lol,happy,smile",60,0.7792207792207793,0.7647058823529411,0.5584415584415584
71,23,2023-04-13 08:04:00,photo,1,0,0,2400,77,43,37,37,0.7027027027027027,26,26,0.5384615384615384,2.3461538461538463,3,"style,hair,fashion",63,0.8181818181818182,0.7027027027027027,0.5584415584415584
72,23,2023-04-13 08:04:00,photo,0,0,0,2400,77,43,33,33,0.5757575757575758,29,29,0.4827586206896552,2.413793103448276,3,"beauty,beach,smile",62,0.8051948051948052,0.8787878787878788,0.5584415584415584
73,23,2023-04-13 08:04:00,photo,1,0,0,2400,77,43,31,31,0.6129032258064516,29,29,0.4827586206896552,2.4827586206896552,2,"fun,smile",60,0.7792207792207793,0.9354838709677419,0.5584415584415584
74,23,2023-04-13 08:04:00,carousel,0,0,0,2400,77,43,34,34,0.8529411764705882,27,27,0.5185185185185185,2.3703703703703702,2,"hair,fashion",61,0.7922077922077922,0.7941176470588235,0.5584415584415584
75,26,2023-04-13 08:04:00,video,0,0,0,56,76,42,33,33,0.5151515151515151,31,31,0.5161290322580645,2.2580645161290325,3,"sunset,landscape,beach",64,0.8421052631578947,0.9393939393939394,0.5526315789473685
76,26,2023-04-13 08:04:00,photo,0,0,0,56,76,42,32,32,0.6875,28,28,0.5,2.5714285714285716,2,"lol,happy",60,0.7894736842105263,0.875,0.5526315789473685
77,26,2023-04-13 08:04:00,photo,1,0,0,56,76,42,35,35,0.7714285714285715,28,28,0.4642857142857143,2.4285714285714284,0,,63,0.8289473684210527,0.8,0.5526315789473685
78,26,2023-04-13 08:04:00,photo,1,0,0,56,76,42,34,34,0.6470588235294118,28,28,0.5357142857142857,2.25,3,"hair,fashion,party",62,0.8157894736842105,0.8235294117647058,0.5526315789473685
79,26,2023-04-13 08:04:00,carousel,1,0,0,56,76,42,34,34,0.6176470588235294,26,26,0.46153846153846156,2.6538461538461537,3,"food,foodie,delicious",60,0.7894736842105263,0.7647058823529411,0.5526315789473685
80,27,2023-04-13 08:04:00,video,1,0,1,78,76,42,35,35,0.8,29,29,0.5172413793103449,2.310344827586207,0,,64,0.8421052631578947,0.8285714285714286,0.5526315789473685
81,28,2023-04-13 08:04:00,photo,0,1,1,2,76,42,38,38,0.5263157894736842,26,26,0.5,2.4615384615384617,0,,64,0.8421052631578947,0.6842105263157895,0.5526315789473685
82,28,2023-04-13 08:04:00,photo,1,1,1,2,76,42,35,35,0.5428571428571428,27,27,0.5185185185185185,2.259259259259259,0,,62,0.8157894736842105,0.7714285714285715,0.5526315789473685
83,28,2023-04-13 08:04:00,photo,0,1,1,2,76,42,31,31,0.8709677419354839,30,30,0.5,2.533333333333333,2,"sunset,sunrise",61,0.8026315789473685,0.967741935483871,0.5526315789473685
84,28,2023-04-13 08:04:00,carousel,0,1,1,2,76,42,35,35,0.6571428571428571,30,30,0.5,2.3,3,"fun,party,concert",65,0.8552631578947368,0.8571428571428571,0.5526315789473685
85,29,2023-04-13 08:04:00,video,0,1,0,1,77,42,36,36,0.5833333333333334,26,26,0.46153846153846156,2.6538461538461537,3,"sunset,sunrise,beach",62,0.8051948051948052,0.7222222222222222,0.5454545454545454
86,29,2023-04-13 08:04:00,photo,1,1,0,1,77,42,34,34,0.7647058823529411,28,28,0.5357142857142857,2.3214285714285716,1,fun,62,0.8051948051948052,0.8235294117647058,0.5454545454545454
87,29,2023-04-13 08:04:00,photo,1,1,0,1,77,42,37,37,0.5405405405405406,25,25,0.48,2.4,3,"happy,fun,smile",62,0.8051948051948052,0.6756756756756757,0.5454545454545454
88,29,2023-04-13 08:04:00,photo,1,1,0,1,77,42,33,33,0.696969696969697,32,32,0.5,2.5,2,"party,concert",65,0.8441558441558441,0.9696969696969697,0.5454545454545454
89,29,2023-04-13 08:04:00,carousel,1,1,0,1,77,42,32,32,0.8125,32,32,0.5,2.3125,0,,64,0.8311688311688312,1.0,0.5454545454545454
90,29,2023-04-13 08:04:00,video,0,1,0,1,77,42,36,36,0.6666666666666666,32,32,0.5,2.4375,2,"style,party",68,0.8831168831168831,0.8888888888888888,0.5454545454545454
91,29,2023-04-13 08:04:00,photo,1,1,0,1,77,42,34,34,0.6470588235294118,28,28,0.5,2.392857142857143,3,"sunset,sunrise,landscape",62,0.8051948051948052,0.8235294117647058,0.5454545454545454
92,29,2023-04-13 08:04:00,photo,0,1,0,1,77,42,29,29,0.7241379310344828,26,26,0.5,2.423076923076923,1,drunk,55,0.7142857142857143,0.896551724137931,0.5454545454545454
93,30,2023-04-13 08:04:00,photo,0,0,0,0,76,42,31,31,0.4838709677419355,29,29,0.5172413793103449,2.4482758620689653,4,"fun,party,concert,smile",60,0.7894736842105263,0.9354838709677419,0.5526315789473685
94,30,2023-04-13 08:04:00,carousel,0,0,0,0,76,42,34,34,0.8529411764705882,30,30,0.5,2.3,5,"fun,party,concert,drunk,smile",64,0.8421052631578947,0.8823529411764706,0.5526315789473685
95,31,2023-04-13 08:04:00,video,1,0,0,12,76,42,28,28,0.7857142857142857,35,35,0.4857142857142857,2.4857142857142858,5,"fun,party,concert,drunk,smile",63,0.8289473684210527,1.25,0.5526315789473685
96,32,2023-04-13 08:04:00,photo,1,1,0,45,76,42,32,32,0.5,26,26,0.5,2.423076923076923,2,"hair,party",58,0.7631578947368421,0.8125,0.5526315789473685
97,32,2023-04-13 08:04:00,photo,1,1,0,45,76,42,40,40,0.625,32,32,0.5,2.46875,3,"food,foodie,delicious",72,0.9473684210526315,0.8,0.5526315789473685
98,32,2023-04-13 08:04:00,photo,1,1,0,45,76,42,34,34,0.8823529411764706,28,28,0.5,2.357142857142857,4,"style,hair,fashion,party",62,0.8157894736842105,0.8235294117647058,0.5526315789473685
99,32,2023-04-13 08:04:00,carousel,0,1,0,45,76,42,34,34,0.47058823529411764,32,32,0.5,2.46875,0,,66,0.868421052631579,0.9411764705882353,0.5526315789473685
100,33,2023-04-13 08:04:00,video,1,1,0,370,76,42,39,39,0.6666666666666666,27,27,0.5185185185185185,2.259259259259259,1,beach,66,0.868421052631579,0.6923076923076923,0.5526315789473685
101,33,2023-04-13 08:04:00,photo,0,1,0,370,76,42,36,36,0.7777777777777778,23,23,0.4782608695652174,2.5217391304347827,2,"style,fashion",59,0.7763157894736842,0.6388888888888888,0.5526315789473685
102,33,2023-04-13 08:04:00,photo,0,1,0,370,76,42,34,34,0.6176470588235294,27,27,0.48148148148148145,2.5555555555555554,3,"style,hair,fashion",61,0.8026315789473685,0.7941176470588235,0.5526315789473685
103,33,2023-04-13 08:04:00,photo,0,1,0,370,76,42,35,35,0.5428571428571428,30,30,0.5,2.3666666666666667,1,food,65,0.8552631578947368,0.8571428571428571,0.5526315789473685
104,33,2023-04-13 08:04:00,carousel,1,1,0,370,76,42,31,31,0.7419354838709677,34,34,0.5294117647058824,2.3823529411764706,0,,65,0.8552631578947368,1.096774193548387,0.5526315789473685
105,35,2023-04-13 08:04:00,video,1,0,0,2400,76,42,33,33,0.6363636363636364,29,29,0.4827586206896552,2.3793103448275863,0,,62,0.8157894736842105,0.8787878787878788,0.5526315789473685
106,35,2023-04-13 08:04:00,photo,1,0,0,2400,76,42,36,36,0.6388888888888888,24,24,0.5,2.4166666666666665,0,,60,0.7894736842105263,0.6666666666666666,0.5526315789473685
107,37,2023-04-13 08:04:00,photo,1,1,0,59,76,42,39,39,0.7692307692307693,26,26,0.5,2.423076923076923,3,"lol,happy,smile",65,0.8552631578947368,0.6666666666666666,0.5526315789473685
108,38,2023-04-13 08:04:00,photo,0,0,0,56,76,42,29,29,0.5862068965517241,32,32,0.5,2.46875,1,lol,61,0.8026315789473685,1.103448275862069,0.5526315789473685
109,38,2023-04-13 08:04:00,carousel,1,0,0,56,76,42,33,33,0.7272727272727273,28,28,0.5,2.357142857142857,3,"beauty,stunning,dreamy",61,0.8026315789473685,0.8484848484848485,0.5526315789473685
110,39,2023-04-13 08:04:00,video,0,0,0,78,76,42,39,39,0.5897435897435898,27,27,0.5185185185185185,2.4814814814814814,1,photography,66,0.868421052631579,0.6923076923076923,0.5526315789473685
111,40,2023-04-13 08:04:00,photo,0,1,0,2,76,42,33,33,0.7272727272727273,26,26,0.5,2.3846153846153846,4,"style,hair,fashion,party",59,0.7763157894736842,0.7878787878787878,0.5526315789473685
112,42,2023-04-13 08:04:00,photo,0,0,0,0,76,42,35,35,0.6857142857142857,31,31,0.4838709677419355,2.3870967741935485,3,"stunning,beach,smile",66,0.868421052631579,0.8857142857142857,0.5526315789473685
113,42,2023-04-13 08:04:00,photo,1,0,0,0,76,42,36,36,0.75,30,30,0.5,2.433333333333333,0,,66,0.868421052631579,0.8333333333333334,0.5526315789473685
114,42,2023-04-13 08:04:00,carousel,1,0,0,0,76,42,32,32,0.59375,26,26,0.5,2.4615384615384617,0,,58,0.7631578947368421,0.8125,0.5526315789473685
115,43,2023-04-13 08:04:00,video,1,0,1,11,76,41,31,31,0.5806451612903226,31,31,0.5161290322580645,2.4193548387096775,0,,62,0.8157894736842105,1.0,0.5394736842105263
116,43,2023-04-13 08:04:00,photo,1,0,1,11,76,41,36,36,0.7222222222222222,33,33,0.48484848484848486,2.3636363636363638,1,delicious,69,0.9078947368421053,0.9166666666666666,0.5394736842105263
117,43,2023-04-13 08:04:00,photo,0,0,1,11,76,41,35,35,0.6,27,27,0.5185185185185185,2.4814814814814814,1,smile,62,0.8157894736842105,0.7714285714285715,0.5394736842105263
118,43,2023-04-13 08:04:00,photo,1,0,1,11,76,41,39,39,0.717948717948718,35,35,0.4857142857142857,2.4571428571428573,3,"sunset,landscape,beach",74,0.9736842105263158,0.8974358974358975,0.5394736842105263
119,43,2023-04-13 08:04:00,carousel,0,0,1,11,76,41,39,39,0.7692307692307693,28,28,0.5,2.3214285714285716,0,,67,0.881578947368421,0.717948717948718,0.5394736842105263
120,44,2023-04-13 08:04:00,video,0,1,0,7,76,42,37,37,0.4864864864864865,29,29,0.5172413793103449,2.310344827586207,3,"party,drunk,smile",66,0.868421052631579,0.7837837837837838,0.5526315789473685
121,44,2023-04-13 08:04:00,photo,0,1,0,7,76,42,34,34,0.6764705882352942,31,31,0.4838709677419355,2.5161290322580645,4,"lol,happy,fun,smile",65,0.8552631578947368,0.9117647058823529,0.5526315789473685
122,44,2023-04-13 08:04:00,photo,1,1,0,7,76,42,33,33,0.7272727272727273,27,27,0.5185185185185185,2.4074074074074074,1,hair,60,0.7894736842105263,0.8181818181818182,0.5526315789473685
123,44,2023-04-13 08:04:00,photo,1,1,0,7,76,42,42,42,0.7142857142857143,31,31,0.4838709677419355,2.4838709677419355,3,"style,hair,party",73,0.9605263157894737,0.7380952380952381,0.5526315789473685
124,46,2023-04-13 08:04:00,carousel,1,0,0,1,76,42,34,34,0.6176470588235294,33,33,0.48484848484848486,2.4545454545454546,3,"hair,fashion,party",67,0.881578947368421,0.9705882352941176,0.5526315789473685
125,46,2023-04-13 08:04:00,video,1,0,0,1,76,42,33,33,0.7575757575757576,27,27,0.5185185185185185,2.3703703703703702,2,"lol,happy",60,0.7894736842105263,0.8181818181818182,0.5526315789473685
126,46,2023-04-13 08:04:00,photo,0,0,0,1,76,42,35,35,0.5142857142857142,31,31,0.5161290322580645,2.2580645161290325,3,"photography,sunrise,landscape",66,0.868421052631579,0.8857142857142857,0.5526315789473685
127,46,2023-04-13 08:04:00,photo,1,0,0,1,76,42,43,43,0.6976744186046512,30,30,0.5,2.533333333333333,1,smile,73,0.9605263157894737,0.6976744186046512,0.5526315789473685
128,47,2023-04-13 08:04:00,photo,0,0,0,3,76,42,34,34,0.7647058823529411,32,32,0.46875,2.5,0,,66,0.868421052631579,0.9411764705882353,0.5526315789473685
129,47,2023-04-13 08:04:00,carousel,0,0,0,3,76,42,29,29,0.4482758620689655,23,23,0.5217391304347826,2.260869565217391,0,,52,0.6842105263157895,0.7931034482758621,0.5526315789473685
130,47,2023-04-13 08:04:00,video,0,0,0,3,76,42,29,29,0.6896551724137931,35,35,0.5142857142857142,2.342857142857143,0,,64,0.8421052631578947,1.206896551724138,0.5526315789473685
131,47,2023-04-13 08:04:00,photo,1,0,0,3,76,42,29,29,0.896551724137931,26,26,0.46153846153846156,2.6538461538461537,1,food,55,0.7236842105263158,0.896551724137931,0.5526315789473685
132,47,2023-04-13 08:04:00,photo,1,0,0,3,76,42,30,30,0.5,30,30,0.5,2.3666666666666667,5,"fun,party,concert,drunk,smile",60,0.7894736842105263,1.0,0.5526315789473685
133,48,2023-04-13 08:04:00,photo,1,1,0,14,76,42,37,37,0.6216216216216216,34,34,0.5294117647058824,2.3823529411764706,4,"style,hair,fashion,party",71,0.9342105263157895,0.918918918918919,0.5526315789473685
134,50,2023-04-13 08:04:00,carousel,1,0,0,12,76,42,34,34,0.7941176470588235,24,24,0.5,2.4166666666666665,4,"lol,happy,fun,smile",58,0.7631578947368421,0.7058823529411765,0.5526315789473685
135,50,2023-04-13 08:04:00,video,0,0,0,12,76,42,29,29,0.5172413793103449,30,30,0.5,2.3,1,party,59,0.7763157894736842,1.0344827586206897,0.5526315789473685
136,50,2023-04-13 08:04:00,photo,1,0,0,12,76,42,35,35,0.6,34,34,0.5,2.5,5,"beauty,stunning,dreamy,beach,smile",69,0.9078947368421053,0.9714285714285714,0.5526315789473685
